Player 1,Player 1 - Deck Name,Player 2,Player 2 - Deck Name,Wins,Losses,Report Type,Date,Color 1,Color 2,Ink 1,Ink 2,Hardcore?,Field1,Season
Ruby/Amber,Mufasa,Ruby/Amber,Mufasa,496,496,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Orange - Mufasa: Total Wins: 496 || Total Losses: 496 || Win Rate: 50.00%,Season 3
Ruby/Amber,Mufasa,Emerald/Steel,Aggro Discard,1075,1022,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Grey - Aggro Discard: Total Wins: 1075 || Total Losses: 1022 || Win Rate: 51.26%,Season 3
Ruby/Amber,Mufasa,Emerald/Amethyst,Emerald/Amethyst,510,482,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Purple: Total Wins: 510 || Total Losses: 482 || Win Rate: 51.41%,Season 3
Ruby/Amber,Mufasa,Sapphire/Steel,Wheel,626,629,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Blue/Grey - Wheel: Total Wins: 626 || Total Losses: 629 || Win Rate: 49.88%,Season 3
Ruby/Amber,Mufasa,Ruby/Amethyst,RP,1605,1491,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Purple - RP: Total Wins: 1605 || Total Losses: 1491 || Win Rate: 51.84%,Season 3
Ruby/Amber,Mufasa,Sapphire/Amethyst,Blurple,108,125,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Blue/Purple - Blurple: Total Wins: 108 || Total Losses: 125 || Win Rate: 46.35%,Season 3
Ruby/Amber,Mufasa,Amethyst/Steel,Jafar,280,208,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Purple/Grey - Jafar: Total Wins: 280 || Total Losses: 208 || Win Rate: 57.38%,Season 3
Ruby/Amber,Mufasa,Emerald/Amber,Emerald/Amber,235,212,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Orange: Total Wins: 235 || Total Losses: 212 || Win Rate: 52.57%,Season 3
Ruby/Amber,Mufasa,Amber/Steel,Amber/Steel,270,304,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Grey: Total Wins: 270 || Total Losses: 304 || Win Rate: 47.04%,Season 3
Ruby/Amber,Mufasa,Ruby/Sapphire,Dime Control,1179,1107,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Blue - Dime Control: Total Wins: 1179 || Total Losses: 1107 || Win Rate: 51.57%,Season 3
Ruby/Amber,Mufasa,Emerald/Steel,Emerald/Steel,308,301,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Grey: Total Wins: 308 || Total Losses: 301 || Win Rate: 50.57%,Season 3
Ruby/Amber,Mufasa,Amber/Steel,Steelsong w/ Lantern,193,197,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Grey - Steelsong w/ Lantern: Total Wins: 193 || Total Losses: 197 || Win Rate: 49.49%,Season 3
Ruby/Amber,Mufasa,Amethyst/Steel,Midrange,182,186,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Purple/Grey - Midrange: Total Wins: 182 || Total Losses: 186 || Win Rate: 49.46%,Season 3
Ruby/Amber,Mufasa,Amethyst/Steel,Aggro,92,106,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Purple/Grey - Aggro: Total Wins: 92 || Total Losses: 106 || Win Rate: 46.46%,Season 3
Ruby/Amber,Mufasa,Amber/Amethyst,Hyperaggro,237,237,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Purple - Hyperaggro: Total Wins: 237 || Total Losses: 237 || Win Rate: 50.00%,Season 3
Ruby/Amber,Mufasa,Emerald/Steel,Bucky Discard,371,354,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Grey - Bucky Discard: Total Wins: 371 || Total Losses: 354 || Win Rate: 51.17%,Season 3
Ruby/Amber,Mufasa,Ruby/Sapphire,Ruby/Sapphire,155,126,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Blue: Total Wins: 155 || Total Losses: 126 || Win Rate: 55.16%,Season 3
Ruby/Amber,Mufasa,Amber/Steel,Steelsong w/ Flutes,624,593,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Grey - Steelsong w/ Flutes: Total Wins: 624 || Total Losses: 593 || Win Rate: 51.27%,Season 3
Ruby/Amber,Mufasa,Amethyst/Steel,Amethyst/Steel,162,160,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Purple/Grey: Total Wins: 162 || Total Losses: 160 || Win Rate: 50.31%,Season 3
Ruby/Amber,Mufasa,Sapphire/Emerald,Sapphire/Emerald,94,83,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Blue/Green: Total Wins: 94 || Total Losses: 83 || Win Rate: 53.11%,Season 3
Ruby/Amber,Mufasa,Amber/Amethyst,Amber/Amethyst,118,141,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Purple: Total Wins: 118 || Total Losses: 141 || Win Rate: 45.56%,Season 3
Ruby/Amber,Mufasa,Amber/Steel,Steelsong w/ Pridelands,268,248,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Grey - Steelsong w/ Pridelands: Total Wins: 268 || Total Losses: 248 || Win Rate: 51.94%,Season 3
Ruby/Amber,Mufasa,Sapphire/Steel,Sapphire/Steel,118,124,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Blue/Grey: Total Wins: 118 || Total Losses: 124 || Win Rate: 48.76%,Season 3
Ruby/Amber,Mufasa,Emerald/Amethyst,Tempo,486,446,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Purple - Tempo: Total Wins: 486 || Total Losses: 446 || Win Rate: 52.15%,Season 3
Ruby/Amber,Mufasa,Ruby/Emerald,Ruby/Emerald,209,213,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Green: Total Wins: 209 || Total Losses: 213 || Win Rate: 49.53%,Season 3
Ruby/Amber,Mufasa,Sapphire/Amber,Sapphire/Amber,85,72,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Blue/Orange: Total Wins: 85 || Total Losses: 72 || Win Rate: 54.14%,Season 3
Ruby/Amber,Mufasa,Ruby/Sapphire,Location Control,68,72,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Blue - Location Control: Total Wins: 68 || Total Losses: 72 || Win Rate: 48.57%,Season 3
Ruby/Amber,Mufasa,Amber/Steel,Tiana,46,53,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Orange/Grey - Tiana: Total Wins: 46 || Total Losses: 53 || Win Rate: 46.46%,Season 3
Ruby/Amber,Mufasa,Ruby/Steel,Pirates,109,101,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Grey - Pirates: Total Wins: 109 || Total Losses: 101 || Win Rate: 51.90%,Season 3
Ruby/Amber,Mufasa,Ruby/Steel,Ruby/Steel,86,71,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Grey: Total Wins: 86 || Total Losses: 71 || Win Rate: 54.78%,Season 3
Ruby/Amber,Mufasa,Amethyst/Steel,Sapphire Fairy,25,29,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Purple/Grey - Blue Fairy: Total Wins: 25 || Total Losses: 29 || Win Rate: 46.30%,Season 3
Ruby/Amber,Mufasa,Ruby/Amber,Ruby/Amber,51,46,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Orange: Total Wins: 51 || Total Losses: 46 || Win Rate: 52.58%,Season 3
Ruby/Amber,Mufasa,Sapphire/Amethyst,Sapphire/Amethyst,178,181,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Blue/Purple: Total Wins: 178 || Total Losses: 181 || Win Rate: 49.58%,Season 3
Ruby/Amber,Mufasa,Ruby/Amethyst,Ruby/Amethyst,113,118,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Purple: Total Wins: 113 || Total Losses: 118 || Win Rate: 48.92%,Season 3
Ruby/Amber,Mufasa,Ruby/Amethyst,Aggro,31,35,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Red/Purple - Aggro: Total Wins: 31 || Total Losses: 35 || Win Rate: 46.97%,Season 3
Ruby/Amber,Mufasa,Emerald/Amethyst,Control,29,19,All Games,2024-04-29,Red,Orange,Ruby,Amber,False,vs Green/Purple - Control: Total Wins: 29 || Total Losses: 19 || Win Rate: 60.42%,Season 3
Emerald/Amber,Emerald/Amber,Amethyst/Steel,Jafar,132,119,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Purple/Grey - Jafar: Total Wins: 132 || Total Losses: 119 || Win Rate: 52.59%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Steel,Aggro Discard,463,457,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Grey - Aggro Discard: Total Wins: 463 || Total Losses: 457 || Win Rate: 50.33%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Steel,Steelsong w/ Pridelands,116,109,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Grey - Steelsong w/ Pridelands: Total Wins: 116 || Total Losses: 109 || Win Rate: 51.56%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Amethyst,Hyperaggro,160,160,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Purple - Hyperaggro: Total Wins: 160 || Total Losses: 160 || Win Rate: 50.00%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Amethyst,Emerald/Amethyst,312,298,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Purple: Total Wins: 312 || Total Losses: 298 || Win Rate: 51.15%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Amber,Mufasa,212,235,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Orange - Mufasa: Total Wins: 212 || Total Losses: 235 || Win Rate: 47.43%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Sapphire,Dime Control,484,513,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Blue - Dime Control: Total Wins: 484 || Total Losses: 513 || Win Rate: 48.55%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Amethyst,Tempo,224,224,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Purple - Tempo: Total Wins: 224 || Total Losses: 224 || Win Rate: 50.00%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Amethyst,RP,674,664,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Purple - RP: Total Wins: 674 || Total Losses: 664 || Win Rate: 50.37%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Steel,Steelsong w/ Flutes,276,245,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Grey - Steelsong w/ Flutes: Total Wins: 276 || Total Losses: 245 || Win Rate: 52.98%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Emerald,Ruby/Emerald,155,139,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Green: Total Wins: 155 || Total Losses: 139 || Win Rate: 52.72%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Steel,Amber/Steel,164,164,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Grey: Total Wins: 164 || Total Losses: 164 || Win Rate: 50.00%,Season 3
Emerald/Amber,Emerald/Amber,Amethyst/Steel,Amethyst/Steel,123,115,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Purple/Grey: Total Wins: 123 || Total Losses: 115 || Win Rate: 51.68%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Steel,Emerald/Steel,195,189,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Grey: Total Wins: 195 || Total Losses: 189 || Win Rate: 50.78%,Season 3
Emerald/Amber,Emerald/Amber,Amethyst/Steel,Aggro,73,50,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Purple/Grey - Aggro: Total Wins: 73 || Total Losses: 50 || Win Rate: 59.35%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Amber,Emerald/Amber,156,156,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Orange: Total Wins: 156 || Total Losses: 156 || Win Rate: 50.00%,Season 3
Emerald/Amber,Emerald/Amber,Amethyst/Steel,Sapphire Fairy,12,15,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Purple/Grey - Blue Fairy: Total Wins: 12 || Total Losses: 15 || Win Rate: 44.44%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Steel,Steelsong w/ Lantern,103,95,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Grey - Steelsong w/ Lantern: Total Wins: 103 || Total Losses: 95 || Win Rate: 52.02%,Season 3
Emerald/Amber,Emerald/Amber,Sapphire/Amethyst,Sapphire/Amethyst,119,102,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Blue/Purple: Total Wins: 119 || Total Losses: 102 || Win Rate: 53.85%,Season 3
Emerald/Amber,Emerald/Amber,Amethyst/Steel,Midrange,78,86,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Purple/Grey - Midrange: Total Wins: 78 || Total Losses: 86 || Win Rate: 47.56%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Amethyst,Ruby/Amethyst,90,86,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Purple: Total Wins: 90 || Total Losses: 86 || Win Rate: 51.14%,Season 3
Emerald/Amber,Emerald/Amber,Sapphire/Amethyst,Blurple,65,54,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Blue/Purple - Blurple: Total Wins: 65 || Total Losses: 54 || Win Rate: 54.62%,Season 3
Emerald/Amber,Emerald/Amber,Sapphire/Steel,Wheel,283,251,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Blue/Grey - Wheel: Total Wins: 283 || Total Losses: 251 || Win Rate: 53.00%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Steel,Ruby/Steel,53,61,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Grey: Total Wins: 53 || Total Losses: 61 || Win Rate: 46.49%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Amber,Ruby/Amber,40,38,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Orange: Total Wins: 40 || Total Losses: 38 || Win Rate: 51.28%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Sapphire,Ruby/Sapphire,76,75,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Blue: Total Wins: 76 || Total Losses: 75 || Win Rate: 50.33%,Season 3
Emerald/Amber,Emerald/Amber,Sapphire/Amber,Sapphire/Amber,63,57,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Blue/Orange: Total Wins: 63 || Total Losses: 57 || Win Rate: 52.50%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Steel,Bucky Discard,145,171,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Grey - Bucky Discard: Total Wins: 145 || Total Losses: 171 || Win Rate: 45.89%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Amethyst,Amber/Amethyst,89,92,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Purple: Total Wins: 89 || Total Losses: 92 || Win Rate: 49.17%,Season 3
Emerald/Amber,Emerald/Amber,Sapphire/Emerald,Sapphire/Emerald,55,46,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Blue/Green: Total Wins: 55 || Total Losses: 46 || Win Rate: 54.46%,Season 3
Emerald/Amber,Emerald/Amber,Sapphire/Steel,Sapphire/Steel,81,90,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Blue/Grey: Total Wins: 81 || Total Losses: 90 || Win Rate: 47.37%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Steel,Pirates,73,67,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Grey - Pirates: Total Wins: 73 || Total Losses: 67 || Win Rate: 52.14%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Amethyst,Aggro,19,21,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Purple - Aggro: Total Wins: 19 || Total Losses: 21 || Win Rate: 47.50%,Season 3
Emerald/Amber,Emerald/Amber,Amber/Steel,Tiana,33,32,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Orange/Grey - Tiana: Total Wins: 33 || Total Losses: 32 || Win Rate: 50.77%,Season 3
Emerald/Amber,Emerald/Amber,Ruby/Sapphire,Location Control,46,24,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Red/Blue - Location Control: Total Wins: 46 || Total Losses: 24 || Win Rate: 65.71%,Season 3
Emerald/Amber,Emerald/Amber,Emerald/Amethyst,Control,4,4,All Games,2024-04-29,Green,Orange,Emerald,Amber,False,vs Green/Purple - Control: Total Wins: 4 || Total Losses: 4 || Win Rate: 50.00%,Season 3
Amethyst/Steel,Jafar,Emerald/Amber,Emerald/Amber,119,132,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Orange: Total Wins: 119 || Total Losses: 132 || Win Rate: 47.41%,Season 3
Amethyst/Steel,Jafar,Ruby/Amber,Mufasa,208,280,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Orange - Mufasa: Total Wins: 208 || Total Losses: 280 || Win Rate: 42.62%,Season 3
Amethyst/Steel,Jafar,Amber/Steel,Steelsong w/ Lantern,81,105,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Grey - Steelsong w/ Lantern: Total Wins: 81 || Total Losses: 105 || Win Rate: 43.55%,Season 3
Amethyst/Steel,Jafar,Emerald/Steel,Emerald/Steel,172,180,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Grey: Total Wins: 172 || Total Losses: 180 || Win Rate: 48.86%,Season 3
Amethyst/Steel,Jafar,Amber/Steel,Amber/Steel,164,141,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Grey: Total Wins: 164 || Total Losses: 141 || Win Rate: 53.77%,Season 3
Amethyst/Steel,Jafar,Emerald/Steel,Aggro Discard,502,524,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Grey - Aggro Discard: Total Wins: 502 || Total Losses: 524 || Win Rate: 48.93%,Season 3
Amethyst/Steel,Jafar,Emerald/Amethyst,Emerald/Amethyst,269,258,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Purple: Total Wins: 269 || Total Losses: 258 || Win Rate: 51.04%,Season 3
Amethyst/Steel,Jafar,Ruby/Amethyst,RP,762,725,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Purple - RP: Total Wins: 762 || Total Losses: 725 || Win Rate: 51.24%,Season 3
Amethyst/Steel,Jafar,Amethyst/Steel,Midrange,95,85,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Purple/Grey - Midrange: Total Wins: 95 || Total Losses: 85 || Win Rate: 52.78%,Season 3
Amethyst/Steel,Jafar,Ruby/Sapphire,Dime Control,514,570,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Blue - Dime Control: Total Wins: 514 || Total Losses: 570 || Win Rate: 47.42%,Season 3
Amethyst/Steel,Jafar,Sapphire/Steel,Wheel,279,317,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Blue/Grey - Wheel: Total Wins: 279 || Total Losses: 317 || Win Rate: 46.81%,Season 3
Amethyst/Steel,Jafar,Amber/Steel,Steelsong w/ Pridelands,106,120,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Grey - Steelsong w/ Pridelands: Total Wins: 106 || Total Losses: 120 || Win Rate: 46.90%,Season 3
Amethyst/Steel,Jafar,Amber/Amethyst,Hyperaggro,138,139,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Purple - Hyperaggro: Total Wins: 138 || Total Losses: 139 || Win Rate: 49.82%,Season 3
Amethyst/Steel,Jafar,Emerald/Steel,Bucky Discard,159,175,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Grey - Bucky Discard: Total Wins: 159 || Total Losses: 175 || Win Rate: 47.60%,Season 3
Amethyst/Steel,Jafar,Emerald/Amethyst,Tempo,237,259,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Purple - Tempo: Total Wins: 237 || Total Losses: 259 || Win Rate: 47.78%,Season 3
Amethyst/Steel,Jafar,Ruby/Sapphire,Ruby/Sapphire,92,67,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Blue: Total Wins: 92 || Total Losses: 67 || Win Rate: 57.86%,Season 3
Amethyst/Steel,Jafar,Amber/Steel,Tiana,29,30,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Grey - Tiana: Total Wins: 29 || Total Losses: 30 || Win Rate: 49.15%,Season 3
Amethyst/Steel,Jafar,Sapphire/Amethyst,Sapphire/Amethyst,80,99,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Blue/Purple: Total Wins: 80 || Total Losses: 99 || Win Rate: 44.69%,Season 3
Amethyst/Steel,Jafar,Sapphire/Amber,Sapphire/Amber,40,48,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Blue/Orange: Total Wins: 40 || Total Losses: 48 || Win Rate: 45.45%,Season 3
Amethyst/Steel,Jafar,Ruby/Amethyst,Ruby/Amethyst,87,82,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Purple: Total Wins: 87 || Total Losses: 82 || Win Rate: 51.48%,Season 3
Amethyst/Steel,Jafar,Amber/Steel,Steelsong w/ Flutes,249,274,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Grey - Steelsong w/ Flutes: Total Wins: 249 || Total Losses: 274 || Win Rate: 47.61%,Season 3
Amethyst/Steel,Jafar,Amethyst/Steel,Amethyst/Steel,97,99,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Purple/Grey: Total Wins: 97 || Total Losses: 99 || Win Rate: 49.49%,Season 3
Amethyst/Steel,Jafar,Sapphire/Steel,Sapphire/Steel,72,74,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Blue/Grey: Total Wins: 72 || Total Losses: 74 || Win Rate: 49.32%,Season 3
Amethyst/Steel,Jafar,Sapphire/Emerald,Sapphire/Emerald,64,40,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Blue/Green: Total Wins: 64 || Total Losses: 40 || Win Rate: 61.54%,Season 3
Amethyst/Steel,Jafar,Ruby/Emerald,Ruby/Emerald,153,126,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Green: Total Wins: 153 || Total Losses: 126 || Win Rate: 54.84%,Season 3
Amethyst/Steel,Jafar,Ruby/Amethyst,Aggro,17,13,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Purple - Aggro: Total Wins: 17 || Total Losses: 13 || Win Rate: 56.67%,Season 3
Amethyst/Steel,Jafar,Amethyst/Steel,Jafar,144,144,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Purple/Grey - Jafar: Total Wins: 144 || Total Losses: 144 || Win Rate: 50.00%,Season 3
Amethyst/Steel,Jafar,Ruby/Steel,Ruby/Steel,40,42,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Grey: Total Wins: 40 || Total Losses: 42 || Win Rate: 48.78%,Season 3
Amethyst/Steel,Jafar,Ruby/Steel,Pirates,61,53,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Grey - Pirates: Total Wins: 61 || Total Losses: 53 || Win Rate: 53.51%,Season 3
Amethyst/Steel,Jafar,Sapphire/Amethyst,Blurple,48,50,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Blue/Purple - Blurple: Total Wins: 48 || Total Losses: 50 || Win Rate: 48.98%,Season 3
Amethyst/Steel,Jafar,Amethyst/Steel,Aggro,59,60,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Purple/Grey - Aggro: Total Wins: 59 || Total Losses: 60 || Win Rate: 49.58%,Season 3
Amethyst/Steel,Jafar,Ruby/Sapphire,Location Control,32,34,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Blue - Location Control: Total Wins: 32 || Total Losses: 34 || Win Rate: 48.48%,Season 3
Amethyst/Steel,Jafar,Amber/Amethyst,Amber/Amethyst,69,72,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Orange/Purple: Total Wins: 69 || Total Losses: 72 || Win Rate: 48.94%,Season 3
Amethyst/Steel,Jafar,Emerald/Amethyst,Control,11,7,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Green/Purple - Control: Total Wins: 11 || Total Losses: 7 || Win Rate: 61.11%,Season 3
Amethyst/Steel,Jafar,Ruby/Amber,Ruby/Amber,37,35,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Red/Orange: Total Wins: 37 || Total Losses: 35 || Win Rate: 51.39%,Season 3
Amethyst/Steel,Jafar,Amethyst/Steel,Sapphire Fairy,9,18,All Games,2024-04-29,Purple,Grey,Amethyst,Steel,False,vs Purple/Grey - Blue Fairy: Total Wins: 9 || Total Losses: 18 || Win Rate: 33.33%,Season 3
Ruby/Amethyst,RP,Amber/Amethyst,Hyperaggro,716,709,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Orange/Purple - Hyperaggro: Total Wins: 716 || Total Losses: 709 || Win Rate: 50.25%,Season 3
Ruby/Amethyst,RP,Ruby/Sapphire,Dime Control,3544,3540,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Red/Blue - Dime Control: Total Wins: 3544 || Total Losses: 3540 || Win Rate: 50.03%,Season 3
Ruby/Amethyst,RP,Emerald/Steel,Bucky Discard,1143,1123,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Green/Grey - Bucky Discard: Total Wins: 1143 || Total Losses: 1123 || Win Rate: 50.44%,Season 3
Ruby/Amethyst,RP,Emerald/Steel,Aggro Discard,3278,3320,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Green/Grey - Aggro Discard: Total Wins: 3278 || Total Losses: 3320 || Win Rate: 49.68%,Season 3
Ruby/Amethyst,RP,Ruby/Sapphire,Ruby/Sapphire,403,406,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Red/Blue: Total Wins: 403 || Total Losses: 406 || Win Rate: 49.81%,Season 3
Ruby/Amethyst,RP,Amber/Steel,Steelsong w/ Flutes,1717,1779,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Orange/Grey - Steelsong w/ Flutes: Total Wins: 1717 || Total Losses: 1779 || Win Rate: 49.11%,Season 3
Ruby/Amethyst,RP,Amber/Steel,Steelsong w/ Lantern,588,598,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Orange/Grey - Steelsong w/ Lantern: Total Wins: 588 || Total Losses: 598 || Win Rate: 49.58%,Season 3
Ruby/Amethyst,RP,Ruby/Amber,Mufasa,1491,1605,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Red/Orange - Mufasa: Total Wins: 1491 || Total Losses: 1605 || Win Rate: 48.16%,Season 3
Ruby/Amethyst,RP,Emerald/Amethyst,Emerald/Amethyst,1605,1469,All Games,2024-04-29,Red,Purple,Ruby,Amethyst,False,vs Green/Purple: Total Wins: 1605 || Total Losses: 1469 || Win Rate: 52.21%,Season 3
